,company,edu,experience,gzxz,kind,number,place,pourtime,require,salary,url,zhiwei
132,浙江大华技术股份有限公司 ,本科,3-5年,全职,软件研发工程师,1人 ,杭州,15天前,"岗位职责：1、负责大数据平台的设计和开发，负责hadoop、spark等云计算平台的开发和优化2、负责数据分析系统的升级和优化，不断提升系统的稳定性和性能3、规划、设计基于海量数据挖掘分析的解决方案?任职要求：1、本科3年（硕士3年）以上软件研发经验2、精通java体系架构，熟悉linux平台，具备扎实的数据结构与编程功底3、精通至少一种Spark或Hadoop生态圈技术，阅读过相关源码，有RDD/MapReduce相关开发经验4、对多线程和JVM调优有深入理解与实践的优先6、责任感强，思维严谨，乐于钻研，对技术流行趋势敏锐的洞察力

工作地址：

                            浙江省杭州市滨江区滨安路1199号
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/145470510257806.htm,大数据软件工程师
133,浙江大华技术股份有限公司 ,本科,不限,全职,软件工程师,1人 ,杭州,15天前,"岗位职责：?1、对行业数据搜集、整理、分析，并依据数据做出行业研究；2、通过对海量数据进行分析和挖掘，提取有价值的信息；任职要求：1、本科或以上学历，计算机、数学相关专业毕业2、熟悉常用机器学习和数据挖掘算法，包括但不限于决策树、支持向量机、线性回归、逻辑斯谛回归以及神经网络等算法； 3、精通至少一门编程语言例如java/python/R；4、熟悉分布式计算相关产品，有map-reduce/spark开发经验者优先；5、有大型互联网企业工作经验者优先6、有较好的逻辑分析和数据分析能力，解决问题能力强

工作地址：

                            浙江省杭州市滨江区滨安路1199号
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/145470510258399.htm,数据挖掘
134,浙江大华技术股份有限公司 ,本科,1-3年,全职,软件工程师,1人 ,杭州,15天前,"岗位职责：????????1、负责公司大数据分析平台的开发工作；????????2、负责大数据采集工具开发和应用；????????3、负责数据分析算法的开发实现；????????4、负责大数据相关领域的开发；?任职资格：????????1、计算机及相关专业本科及以上学历；????????2、精通JAVA语言，2年以上批处理/流处理实际项目开发经验；????????3、掌握Hadoop生态系统中的多个模块，如HDFS、HBase、M/R、Spark、Strom、ETL技术、MQ（KAFKA\RocketMQ）、分布式服务框架、搜索引擎ES技术等；?????????4、熟悉Linux开发及使用环境；?????????5、有机器学习/深度学习相关开发经验者优先考虑。

工作地址：

                            浙江省杭州市滨江区滨安路1199号
                            
                            查看职位地图",面议,http://jobs.zhaopin.com/145470510259240.htm,大数据开发工程师
135,吉利集团（易云信息化公司） ,不限,不限,全职,数据库开发工程师,2人 ,杭州,15天前,"工作职责：1.负责数据仓库架构、分层设计、接口的设计。建立并维护BI数据分析系统，为业务部门提供数据分析工具和查询报表；2.负责公司Oracle数据仓库的日常维护管理，包括但不限于数据库配置管理、备份监控，维护数据库稳定运行3.按照项目的需求，设计数据仓库架构的稳定性扩展性安全性可维护性性能的要求，并按照公司规范输出架构设计文档。4.维护公司现有BI类项目的架构，按照项目的需求调整现有架构，满足项目的业务需求，并在此基础上保证架构的稳定性扩展性安全性可维护性性能的要求。任职资格：1.计算机、数学、统计等相关专业大专及以上学历；2.精通SQL，熟悉PythonPerlShell 等至少一种脚本语言，熟悉Oracle、Mysql等至少一种关系型数据库；3.了解数据仓库及商务智能背景，熟练掌握一类数据展现分析工具，如：BO、帆软、Tableau等4.深刻理解数据仓库原理及系统架构，擅长进行系统建模、架构设计；精通PowerDesignerERWin；5.有大规模数据处理经验，熟悉HadoopHive 者优先；6.具备快速的业务学习和理解能力

工作地址：

                            杭州市滨江区江陵1760号吉利大厦",面议,http://jobs.zhaopin.com/000616945268516.htm,数据开发工程师(J14487)
136,网易集团 ,本科,无经验,全职,算法工程师,2人 ,杭州,15天前,"职位描述:1、负责数据挖掘系统的设计研发2、负责利用大数据相关技术进行数据挖掘支撑，包括用户行为特征挖掘、数据建模、关联分析等。任职资格：1、本科或以上学历，计算机、数学相关专业毕业；2、精通Java编程，了解Linux/Unix平台；3、有较好的逻辑分析和数据分析能力，解决问题能力强；4、熟悉数据挖掘、机器学习、自然语言处理的理论；5. 了解Hadoop，Spark，Storm等一种以上大数据处理工具和技术；6、有搜索、自然语言处理、图像识别、数理统计等相关领域工作经验优先；7、有大型互联网工作经验的优先。
                        


查看职位地图",面议,http://jobs.zhaopin.com/147576908255109.htm,资深/高级数据挖掘工程-杭州研究院099(职位编号：J175951)
137,杭州海康威视数字技术股份有限公司 ,硕士,不限,全职,其他,1人 ,杭州-滨江区,前天,"岗位职责：大数据挖掘领域的前沿技术研究及算法开发。 ? ??任职要求：1.统计学及相关应用数学专业，硕士及以上学历；2.扎实的统计学、数据挖掘理论基础，对大数据挖掘领域有兴趣；3.具有良好的数据敏感度和优秀的数据分析技能;4.有一定编程经验。 ? ??

工作地址：

                            浙江省杭州市滨江区阡陌路555号
                            
                            查看职位地图",15001-20000元/月,http://jobs.zhaopin.com/120975588257465.htm,YJY-大数据算法工程师（数据挖掘）
138,网易集团 ,硕士,3-5年,全职,算法工程师,1人 ,杭州,15天前,"职位描述:1.负责电商数据挖掘系统的设计研发。你将参与精准营销，评论挖掘，商品等级排序等多个领域的算法研发工作；2.运用机器学习，数据挖掘技术提升算法系统的性能和业务指标；3.能学习并跟进机器学习/人工智能及其他技术在电商领域的创新和进展。任职资格：1.本科及以上学历，计算机科学或数学相关专业毕业；2 了解LR，聚类，分类，神经网络，强化学习等相关机器学习理论和算法；3.熟悉linux平台，掌握C/C++/Java某一种编程语言，具有良好的编程习惯和算法基础；4.熟悉hadoop,spark等平台上面向海量数据的算法实现及数据分析技能；5.出色的问题分析及解决能力，能自我驱动，持续面对新挑战。
                        


查看职位地图",面议,http://jobs.zhaopin.com/147576908254818.htm,资深数据挖掘工程师-跨境电商033(职位编号：J175576)
139,网易集团 ,本科,1-3年,全职,高级软件工程师,2人 ,杭州,15天前,"职位描述:1. 负责数据分析平台的设计和开发工作； 2. 负责海量数据的处理、分析和挖掘工作；3. 负责多业务数据仓库的设计、构建和 ETL 工作。任职资格：1.重点本科及以上学历毕业，至少3年以上工作经验，有大型互联网公司从业经验优先。2.熟练掌握Java 编程语言，并熟悉 Shell，Python 等一门以上脚本语言；3.熟悉掌握SQL语言和正则表达式 3.熟悉 Linux/Unix 环境，有 Hadoop 框架开发经验； 4.了解 Hive，Hbase，Klyin等一种以上大数据处理工具和技术；5.逻辑思维能力强，对数据敏感，有较强的学习能力和创新思维；6.具备良好的沟通能力和文字表达能力，有较强的团队协作能力。
                        


查看职位地图",面议,http://jobs.zhaopin.com/147576908254588.htm,高级数据开发工程师-杭州研究院883(职位编号：J175328)
140,北京思博亚讯科技发展有限公司 ,不限,不限,全职,系统分析员,1人 ,杭州,前天,"岗位职责：1、通过定性（用户访谈）、定量（调查问卷）等分析方法对用户需求进行挖掘和分析；2、系统规划，确定目标用户、系统定位、发展规划及路线演进；3、需求管理，对来自一线用户等各方面的需求进行收集、汇总、分析、更新、跟踪；4、功能设计，编写产品需求文档，包括业务结构及流程、界面原型、页面要素描述等内容；5、系统测试，系统上线前测试工作；BUG管理；6、数据分析，组织建立并逐步完善业务数据分析系统，确定数据报表样式，建立日/周/月报制度，整理并定期向相关部门提供系统运营数据；对系统数据进行监控，分析系统运营效果、用户使用行为及需求，以便对系统进行持续性优化和改进；7、版本管理：维护App的每个版本的功能列表，控制App的版本发布；任职要求：1、熟悉电信行业CRM系统；2、良好的沟通协调能力，团队合作精神和执行力，思路开阔，积极上进，不断学习;

工作地址：

                            浙江杭州",10001-15000元/月,http://jobs.zhaopin.com/488709835250014.htm,BA需求分析师
141,中国联合网络通信有限公司浙江省分公司 ,本科,5-10年,全职,系统架构设计师,2人 ,杭州,15天前,"岗位职责：1、参与大数据系统架构设计和技术开发；2、大规模数据挖掘和机器学习算法的实现和维护； 3、在线和离线海量数据分析平台的开发； 4、研究大数据前沿技术，提升系统的运维效率。。?任职要求：　1、全日制本科及以上学历，5年以上相关工作经验；?2、 熟练掌握oracle pl/sql，熟悉hadoop,熟练掌握hive、spark等,了解hive脚本优化方法；?3、 良好的逻辑思维能力、团队合作精神与沟通能力；? 4、了解java或者shell；

工作地址：

                            杭州余杭临平新城（地铁口附近）",12000-24000元/月,http://jobs.zhaopin.com/144800809250192.htm,高级大数据开发工程师
142,中移(杭州)信息技术有限公司 ,本科,3-5年,全职,高级软件工程师,1人 ,杭州,15天前,"岗位职责:1、参与业务需求系统分析、技术可行性研究，设计高扩展性、高性能、高可用的技术系统；2、参与大数据系统架构整体设计、功能模块设计、数据结构设计、对外接口设计、核心模块开发、引导测试和部署；3、跟踪、研究业界最近技术趋势并应用于产品； 4、对团队进行技术指导和培训。
任职资格:1、计算机，通信、数学等相关专业本科及以上学历； 2、深厚的Java功底，多年的并发，NIO开发，具备丰富的Java服务端开发和调优经验； 3、深厚的关系型数据库使用经验，熟悉主流关系型数据库如MySQL的集群配置、使用以及性能优化4、精通大数据架构，精通大数据框架及相关技术，如Storm、Spark、Hadoop、Hbase、Hive、Flume、Zookeeper、Splunk等； 5、熟练使用Redis、Memcached、Kafka、MongoDB；6、具备商用级大数据产品、数据分析或数据挖掘等相关产品的开发经验； 7、了解Docker、Kubernates。

工作地址：

                            杭州市西湖区550号西溪新座",15001-20000元/月,http://jobs.zhaopin.com/641045026250410.htm,大数据开发工程师(000540)(职位编号：zyhy000540)
143,中国联合网络通信有限公司浙江省分公司 ,本科,5-10年,全职,数据库开发工程师,10人 ,杭州-余杭区,15天前,"岗位职责：1、根据数据分析需求进行大数据项目开发；2、根据需求进行数据仓库模型设计，进行ETL程序的开发；3、负责针对源系统进行数据抽取、处理、分析等相关工作，负责项目中有关数据库创建、维护及提供数据接口等的工作；4、负责设计并优化基于Hive的数据仓库的建设。5、在Hadoop生态体系中进行分布式数据存储、处理与分析6、设计分布式并行计算软件框架。?任职要求：1、全日制本科及以上学历，计算机、电子、自动化、通信、等专业毕业，3年以上项目开发经验；2、了解数据仓库相关理论知识、掌握各种数据挖掘算法，有三年以上大数据或数据仓库项目经验；3、精通Java开发，熟悉IO机制、网络通讯、多线程等基础知识框架，熟悉缓存、消息队列、索引查询等机制；4、熟悉ETL流程，OLAP分析，数据仓库建模；5、熟练掌握Hadoop的MapReduce应用开发，精通Hive、Pig等大数据开发工具，熟悉分布式计算系统理念；6、精通SQL或noSQL开发，精通MPostgreSQL、Oracle、MongoDB等数据库中的一种或其他。7、有运营商通信大数据研发经验者优先；注：该岗位为电子商务阿里运营中心招聘

工作地址：

                            杭州临平新城（地铁口附近）",10001-15000元/月,http://jobs.zhaopin.com/144800809250236.htm,大数据工程师
144,浙江纽易网络技术有限公司 ,本科,1-3年,全职,数据库开发工程师,1人 ,杭州-滨江区,昨天,"岗位描述： 1. ?根据业务需求，在现有数据资源中提取有助于分析和管理支持的数据，并生成报表2. ?根据数据产品需求，协助技术部门主管建立新的数据资源集，并开发新系统3. ?投入数据分析、挖掘的研发和实现。任职要求： 1. ?大学本科以上学历，计算机、软件工程等相关专业。2. ?2年以上工作经验，至少熟悉ORACLE、MY SQL、DB2和SQL SERVER一种。熟悉 SQL或者主流存贮过程开发，熟悉ETL流程，可视化报表。3. ?了解大数据工具等优先考虑。4. ?掌握JAVA、PYTHON或者SHELL等脚本语言之一种以上优先考虑。 ?5. ?需有较强的团队协作精神，能够独立完成开发任务。

工作地址：

                            浙江省杭州市科技馆街1600号银泰国际商务中心28F",8000-12000元/月,http://jobs.zhaopin.com/332080983250148.htm,数据开发工程师
145,北京蓝色曙光信息技术有限公司 ,大专,不限,全职,软件工程师,3人 ,杭州,前天,"有1年工作经验可直接投递简历，零基础想转行的，投递简历后请咨询招聘主管！招聘职位：国企大数据开发工程师及实习生20名?行业前景：随着大数据产业在全球范围内的快速兴起，国内互联网行业和IT行业的领军企业纷纷进军大数据行业。然而，由于人才培养的滞后，以及新兴行业熟练技术人员积累的不足，大批产业发展所需专业人才严重短缺。以Hadoop开发工程师为例，Hadoop入门薪资已经达到了 8K-15K ，具有2-3年工作经验的hadoop人才年薪可以达到 30万—50万。?薪资待遇：银行、金融机构、国企、电信、上市科技公司等，从事大数据工作。行业前景非常可观，工作2年后工资在20000元以上。??工作内容：1、基于hadoop生态的大数据存储平台搭建和部署;?2、完成日常数据分析查询需求；3、数据仓库的设计，开发，维护；4、参与大数据分布式应用系统服务器端或客户端软件开发工作（需求开发、故障解决和性能优化等）；?任职要求：1.大专以上学历，应/往届毕业生，有志于在IT行业发展；2.理工科专业，所含专业包括计算机、电子信息、软件工程、自动化、测控、机电等；3.入职前同意参加四个月集中岗前项目实训，并愿意在北京工作一年以上（特殊情况可协调处理），一年后要求回当地工作的，可协调企业重新安置到原籍省会城市工作。?联系人:张主任电话:17326908690QQ:1061965274； 微信：17326908690

工作地址：

                            事业单位、国家单位
                            
                            查看职位地图",6001-8000元/月,http://jobs.zhaopin.com/642888722262132.htm,IT定岗生-大数据开发(9K零基础)
146,杭州飞享数据技术有限公司 ,不限,3-5年,全职,软件研发工程师,1人 ,杭州,昨天,"岗位职责：1.边缘计算平台核心业务的设计、开发和优化；2.维护和优化云端运维支撑系统；3.大数据分析平台的开发和维护；职位要求：1.3年以上python的实际项目开发经验；2.熟练使用Python标准库和流行的第三方库，掌握Flask/Django等至少一种Web框架；3.熟悉HTTP及TCP/IP协议；4.熟悉缓存服务（如Nginx/Squid/Varnish/TrafficServer等）的使用经验优先；5.有Hadoop/Elasticsearch/Hive/Hbase/Druid/Presto 使用经验优先；6.有开源项目贡献经历者最优先。

工作地址：

                            杭州市滨江区六合路368号海创基地
                            
                            查看职位地图",15000-30000元/月,http://jobs.zhaopin.com/245321388250060.htm,Python开发工程师
147,杭州飞享数据技术有限公司 ,不限,不限,全职,软件研发工程师,1人 ,杭州,昨天,"岗位职责：了解并且参与公司产品的开发讨论； 负责开发及维护公司自建的运维管理平台项目； 职位要求： 精通PHP和MySQL，能够独立完成基于PHP的模块开发； 熟练HTML/JavaScript等脚本语言； 熟练数据分析及处理流程，有较好的逻辑思维能力； 工作主动积极，责任感强； 计算机相关本科毕业，1-2年工作经验； 另有python、perl等语言熟练者，优先录用。

工作地址：

                            杭州市滨江区六合路368号海创基地
                            
                            查看职位地图",5000-10000元/月,http://jobs.zhaopin.com/245321388250061.htm,PHP研发工程师
148,北京邮电大学“互联网+”人才培养基地 ,大专,不限,全职,软件工程师,1人 ,杭州,15天前,"你好，很高兴你能抽空了解我们的招聘信息，我们招聘云计算，大数据，数据中心运维工程师，上岗薪资是在8k-15k。若您有1年以上的工作经验，请直接给我们来电或者投递简历。若您是零基础想要转行，请咨询我们的招聘主管。联系人：武经理??电话：18813172456?qq：893269214 微信：18813172456报名条件：1、大专以上学历，应往届统招理工类毕业生优先。2、计算机科学与技术、计算机网络、软件工程、生仪、机电、电子技术、自动化、电子商务、应用数学等相关专业优先，其他专业亦可。3、年龄要求21岁——35岁，有志于长期在IT行业发展。?岗位职责：1、参与大数据平台的建设及开发。2、负责产品/项目的需求调研、数据分析、商业分析及数据挖掘建模等工作。3、构建基于大数据的数据产品和应用。面试地址：北京邮电大学

工作地址：

                            北京邮电大学",8001-10000元/月,http://jobs.zhaopin.com/291177988250077.htm,9k大数据工程师（零基础转行可投）
149,浙江至讯科技有限公司 ,本科,不限,全职,其他,1人 ,杭州,15天前,"职位描述：1.主要负责小额信用贷款业务风控建模研发工作、为产品设计、业务设计提供安全保障 ；2.信贷风控模型设计与开发：负责信贷模型的竞品分析、设计、开发、测试和实施，包括但不限于反欺诈、异常行为、申贷评分、行为评分、催收评分模型框架设计开发 ；3.信贷模型策略实施：负责与产品、运营、风控、研发部门对接，确保模型的准确实施与上线后的监控优化，完善信贷业务审核体系 ；4.应用统计建模、数据挖掘、机器学习方法建立数据模型，解决实际业务问题。任职条件：1.熟悉常用的挖掘算法如：线性回归、逻辑回归、决策树、神经网络等，有海量数据处理和挖掘经验；2.熟练使用数理统计、数据分析、数据挖掘工具软件（SAS、MATLAB、Python等的一种或多种）；3.熟悉互联网、金融行业的运营模式、营销模式、有互联网、金融行业工作经验；4.积极主动、善于沟通、责任心和执行力强，具有敬业精神和团队精神。

工作地址：

                            杭州拱墅区湖州街599号天邑国际大厦3幢7层",10000-20000元/月,http://jobs.zhaopin.com/384532081250028.htm,数据挖掘
150,杭州边锋网络技术有限公司 ,本科,3-5年,全职,数据库开发工程师,2人 ,杭州-西湖区,2017-08-30,"岗位职责：1、负责战旗相关产品的数据分析和挖掘，为用户提供更智能更专业的产品体验；2、通过对用户行为的分析，和运营团队一起更好地理解用户生命周期中的各种需求，不断优化用户产品体验和提升产品价值；3、支持公司其它部门的数据需求，提供决策支持。任职要求：1、2年以上数据开发相关工作经验；2、有扎实的数据结构和算法基础，至少熟练掌握一门语言；若能额外熟悉一门脚本语言如python、shell等更佳。对至少一项分布式计算平台有使用经验，例如 Hadoop，Spark，Hive，Storm，Kafka 等，熟悉相关工具来处理海量数据，具有互联网行业数据经验优先；3、善于独立思考，逻辑清晰，热爱挑战，具备快速学习能力；4、热爱数据，对通过数据来分析和解决问题充满激情；5、具备良好的沟通能力和团队合作精神；6、计算机、数学或统计等相关专业本科以上学历。

工作地址：

                            浙江省杭州市西湖区西斗门路3号天堂软件园",15001-20000元/月,http://jobs.zhaopin.com/149449717251957.htm,数据开发工程师-战旗
151,浙江金麦穗网络科技股份有限公司 ,本科,1-3年,全职,数据库开发工程师,1人 ,杭州,昨天,"岗位职责：1、大数据分析平台的搭建，部署；2、负责大数据分析平台调优与维护；3、对各源数据进行ETL与标准化；4、根据业务需求，开发相应数据产品；5、处理各类大数据系统平台的异常，确保系统平台能稳定运行；任职要求：1、对hadoop体系产品有深入了解，包括MapReduce,HDFS,Spark,HBase,Hive,Sqoop,Storme等；2、重点要有Spark，Hive等的实操经验；3、精通Java，Python，R之中一种语言，并有大数据分析处理实际项目经验，熟练掌握Linux系统和shell编程；

工作地址：

                            杭州绍兴路161号野风现代中心北楼5A01",15001-20000元/月,http://jobs.zhaopin.com/704680024250071.htm,大数据开发工程师
152,杭州龙盈互联网金融信息技术有限公司 ,大专,不限,全职,高级软件工程师,2人 ,杭州-下城区,15天前,"工作职责：1.参加公司大数据项目的设计、并负责完成代码研发；2.负责编写相关模块概要设计、详细设计等技术文档；3.参与项目中业务功能接口协议和基础类库的设计，解决项目中的关键问题和技术难题；4.根据开发规范与流程独立完成模块的设计、编码、测试以及相关文档；5.参与软件需求与设计审核和代码检查。任职资格：1. 大学本科以上学历，二年以上互联网行业工作经验者优先；2. 较强逻辑分析能力，优秀的沟通能力和团队协作能力；3. 精通Java编程基础：集合框架、多线程并发、IO/NIO; 熟悉Spring, iBatis，MQ、 ? ?RPC、缓存等常用技术和框架；4. 熟悉Linux系统部署操作；5. 有Hadoop/HBase/Hive/Storm/Spark相关经验者优先；6. 有大数据分析平台、任务调度系统、风控系统其中之一开发经验者优先;7. 熟悉SQL编程，有一定数据仓库使用经验者优先。

工作地址：

                            杭州市下城区白石路318号人力资源产业园北楼11F
                            
                            查看职位地图",15001-20000元/月,http://jobs.zhaopin.com/562083321250616.htm,数据平台研发工程师
153,浙江浙大中控信息技术有限公司 ,本科,1-3年,全职,软件工程师,1人 ,杭州,2017-08-30,"岗位职责：1、负责公司的大数据处理框架的研发工作，设计并参与开发分布式存储、数据处理等平台软件2、负责开源大数据平台与产品和相关技术的追踪及研究3、跟据公司战略需求组织团队研发与管理，并进行相关技术培训任职要求：1、计算机相关专业，本科以上学历2、了解大数据分析处理（Hadoop，HDFS,MapReduce，Hbase，Pig，Hive）等技术内部机制者优先3、两年以上JAVA开发经验，扎实的Java语言基础，熟悉Java开发工具和调试工具的使用4、熟悉Linux系统，熟练使用shell/perl/python脚本处理问题者优先5、具备研究或研发项目经历，相关工作经验丰富者优先考虑6、有Hadoop集群搭建和管理经验者优先考虑，有海量数据挖掘算法开发经验者优先考虑，兼有Oracle，MySQL，NoSQL开发经验者优先考虑；7、熟悉storm、docker、kubernetes、cdh、ambari等优先。

工作地址：

                            杭州市滨江区滨康路352号中控信息大楼A座
                            
                            查看职位地图",10001-15000元/月,http://jobs.zhaopin.com/121142375250700.htm,大数据开发工程师
154,杭州决明数据科技有限公司 ,硕士,不限,全职,算法工程师,1人 ,杭州,15天前,"岗位职责：1、 负责算法系统的技术创新与开发，提高变现能力同时满足用户需求。2、 应用机器学习、数据挖掘、统计模型等技术，针对海量信息建模，开发设计面向海量数据的高可扩展/高并发/高效的统计分析算法，挖掘用户偏好和商业价值。3、 基于用户行为的分析、建模，利用用户行为模型进行产品的改进和评价。4、 基于海量数据，开发设计高可扩展的机器学习算法，挖掘用户社会关系及行为特征；5、 负责商品价格、销量、库存量变动的预测模型开发； 6、 根据数据分析的有效结论提出合理的建议，提升经营的绩效，提高高价值客户的留存率； 7、 通过制作PPT、培训、分享等形式提升数据团队数据价值挖掘能力以及影响力；任职要求：1、 熟悉Python/R/Java/Scala/Shell/SQL一种以上编程语言，对数据结构和算法设计有较为深刻的理解。2、 熟悉大规模机器学习、数据挖掘、分布式计算等相关技术，有hadoop，mapreduce，hive，hbase，storm等之一应用开发经验。3、懂统计分析，熟练使用脚本语言python，懂R和shell，awk，grep，sed，等之一即可。4、 有以下经验者优先：a) 应届毕业生有参加大赛经历者优先。b) 有机器学习算法优化理论的学习经历；c) 有大数据相关经验优先包含但不限于Hadoop/Spark/HBase/Solr/Hive等开源大数据技术d) 有分布式存储、计算项目研发经验；e) 有互联网工作经验，有电商平台、点击流分析等相关方面经验为佳；5.统计学、计算机科学、数学、自动化或者相关专业，硕士及以上学历。6、对海量数据分析、挖掘有浓厚兴趣，沉稳厚重；具备强烈的进取心、求知欲及团队合作精神 。

工作地址：

                            杭州云计算产业园3号楼2区2层",7000-14000元/月,http://jobs.zhaopin.com/457296081250018.htm,算法工程师
155,浙江火山口网络科技有限公司 ,本科,不限,全职,高级软件工程师,1人 ,杭州-萧山区,昨天,"一、岗位职责：1. 针对具体问题，选择合适的算法并编程实现。2. 分析业务数据并给出分析结果，用于改进业务的关键指标。3. 完成业务数据的采集，清洗，入库等开发工作。二、任职要求：1. 计算机或相关专业本科及以上学历。2. 较好的数据结构和算法基础。3. 良好的编程能力和逻辑思维能力。4. 熟悉Python开发。5. 有以下条件者优先：有 Go / Java / C++ 的后台开发经验。熟悉常用机器学习算法。用 scikit-learn / XGBoost / Tensorflow 开发过实际项目。有数据分析和数据挖掘工作经验。有数学建模能力。三、薪酬福利：1.薪资范围：8000-100002.福利：绩效奖金、带薪年假、股票期权、员工下午茶、节日福利、生日福利工作地点：杭州市萧山区建设一路中栋国际银座1幢5楼?

工作地址：

                            浙江省杭州市萧山区建设一路中栋国际银座5楼",8001-10000元/月,http://jobs.zhaopin.com/294939032250099.htm,大数据算法工程师
156,浙江普树信息科技有限公司 ,本科,3-5年,全职,数据库开发工程师,1人 ,杭州-西湖区,15天前,"岗位职责：1. 通过对数据清洗，应用机器学习建设风险评分卡模型，并利用模型结果指导业务决策2. 和业务部门密切配合，深入理解风控业务，使用机器学习方法刻画交易风险并实现原型系统3. 探索最新算法在风控领域的具体实现，有深度学习相关经验优先。 任职要求：1. 数学、统计、计算机等相关专业；2. 1年以上海量数据下机器学习和算法实施相关工作经验，对数据有敏锐的洞察力3. 熟悉python或者R进行数据处理和数据分析；熟练使用SQL或JAVA语言4. 精通数理统计，掌握常用数据挖掘方法的原理及用法，如：线性回归，决策树，聚类、关联分析、SVM，贝叶斯等；职位诱惑：
 ? ? ? ?只要能力强,收入无上限

工作地址：

                            西湖区文一西路郡原公园里15栋
                            
                            查看职位地图",10000-20000元/月,http://jobs.zhaopin.com/304262380250040.htm,数据挖掘工程师
157,浙江省对外服务公司 ,不限,不限,全职,数据库开发工程师,1人 ,杭州,15天前,"一、岗位职责 1、业务数据收集、整理、分析挖掘、支持工作，部门级报告的设计与撰写、报告内容的专业化数据呈现；2、业务数据分析模型设计及项目数据库建设；3、产品调研、市场检查数据信息准确性判断与复核；4、参与制定、完善部门业务工作流程、工作标准；5、稽查业务数据支持与分析6、参与对基层稽查团队的业务培训。二、任职要求：1、985、211院校（或海外知名院校），数学、统计学、信息与计算科学、信息管理、会计学等相关专业本科以上学历，应届毕业1年内或非应届毕业有1-2年以上数据统计分析工作经验；2、熟练EXCEL各功能，主要为函数应用、分类汇总与数据透视、图表与图形应用等功能，会使用VBA、ACCESS者优先；3、逻辑思维能力强，擅长数据处理、分析判断、善于思考数据与背后业务逻辑的关联，较好的书面数据呈现能力；4、自律性强，工作责任心、进取心强，能自我驱动。

工作地址：

                            浙江省杭州市
                            
                            查看职位地图",6000-10000元/月,http://jobs.zhaopin.com/121027648252717.htm,数据支持主管/专员
158,浙江华坤道威数据科技有限公司 ,不限,不限,全职,算法工程师,1人 ,杭州-西湖区,15天前,"岗位描述：1.采用数据挖掘、机器学习、自然语言处理等技术，分析海量数据，结合LBS的业务特点，设计基于数据的学习模型和策略；?2.负责某个LBS搜索的算法模块，包括查询理解，自动补全和纠错，热词推荐，排序模型，离线特征计算，线下模拟和质量评估等；?3.独立完成数据分析任务，从海量的用户行为中挖掘出有价值的信息；?4.有效的和业务方，产品经理沟通策略方案，根据各方反馈迭代策略设计；?5.独立完成策略的实现和上线，并评估效果。岗位要求：1.应用统计学、计算机科学与计算相关专业硕士及以上学历毕业；3年以上互联网行业研发经验，有使用hadoop/hive分析海量数据的能力；?2.Java/R/Python基础扎实，熟悉H、spark框架者尤佳；?3.对数据挖掘、机器学习、自然语言处理等基础算法有较深的理解和实际经验；?4.有过大型搜索引擎，推荐系统，广告系统等方面经验优先考虑；?5.有良好的沟通能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力。?薪酬福利：双休、五险一金、带薪假期、人性化管理、年度多薪、节日福利、餐补、话补等联系电话：13575460629 ?邮箱:hkhr@worken.cn公司网址：worken.cn

工作地址：

                            杭州市西湖区天目山路294号杭钢冶金大厦7楼",15000-25000元/月,http://jobs.zhaopin.com/395679226250293.htm,推荐算法工程师
159,浙江新再灵科技股份有限公司 ,硕士,3-5年,全职,算法工程师,1人 ,杭州,15天前,"工作职责:1.从视频大数据中挖掘有商业价值的信息；2.不断挖掘新的视频属性数据并据此产生创新的应用；3.应用先进的统计建模、数据挖掘、机器学习方法建立数据模型解决实际问题，并研发创新方法以解决常规算法不能解决的问题；4.与业务部门沟通合作，将数据模型应用于实际业务。任职资格：1.硕士及以上学历。统计学、计算机科学、数学等相关专业，扎实的统计学、数据挖掘、机器学习理论基础；2.具有一定的数据建模实践经验，扎实的编程基础，熟悉R语言优先；3.拥有海量数据处理经验者优先，熟悉Hadoop或Spark优先；4.具有良好的数据敏感度和优秀的数据分析技能；5.具有优秀的报告讲解能力及沟通能力。

工作地址：

                            浙江省杭州市滨江区长河街道东流路1805号格林费尔园区内A幢5F( 路标为“怀德街”，在立业路与怀德街路口)博文小学大门斜对面
                            
                            查看职位地图",15000-25000元/月,http://jobs.zhaopin.com/165992217250265.htm,大数据算法工程师（1名）
160,杭州财人汇网络股份有限公司 ,大专,不限,全职,数据库开发工程师,1人 ,杭州,15天前,"1、全日制本科学历，计算机、软件相关理工科专业毕业；2、三年以上大数据开发经验；3、掌握MapReduce思想，熟练掌握java并实际运用Hadoop、Hive、HBase等分布式开源项目，有丰富的集群部署、开发经验；4、熟悉数据挖掘建模过程，主流算法及相应数据分析与处理技术，使用过SAS、SPSS、R等专业统计建模工具，至少一种；5、熟悉数据仓库基本理论及维度建模理论；6、具备以下任一经验者优先：1）熟悉大数据平台基础架构，对于高性能计算、通用的算法熟悉的，特别是有标签和客户画像应用经验者；2）熟悉大数据平台基础架构，对于智能匹配和推荐算法有应用经验者。?

工作地址：

                            滨江区江南大道142号江南星座2幢B座7F",20000-35000元/月,http://jobs.zhaopin.com/400190214250232.htm,大数据架构师或技术经理
